a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID,meshed_conti_volume
5.79488673344324,3.391807640487786,6.821514729607163,178.90060424804688,1123.2478397845002,101.4200542902148,41.491397696279144,308.0390680130125,0,1134.0980529785156,1123.2478397845002,1,1134.0980529785156
4.297007249303804,2.7247421842052653,10.277524929899728,18.267967224121094,1008.0884658466128,4.218061084393798,199.35494771036795,313.31923967151914,1,1039.031982421875,1008.0884658466128,1,1039.031982421875
6.61132700475969,3.0182525215411418,4.75364706423449,16.280811309814453,794.6753645818523,150.5114499315587,37.77393252499444,334.6816019603863,2,831.1843872070312,794.6753645818521,1,831.1843872070312
6.333380888463029,3.0858997063253923,4.852240543572234,160.17236328125,794.4715351031563,196.51306708106077,265.4583402958679,41.49838013136454,3,823.0476379394531,794.4715351031563,1,823.0476379394531
4.51690199456079,3.0925667616774777,6.726413532583749,4.219799041748047,787.1580118450861,315.6637987212389,195.11953455390326,175.0885398907881,4,833.8623046875,787.1580118450861,1,833.8623046875
3.935691149970205,2.8639254801628646,7.331324451457271,163.2875213623047,692.283161586594,342.15620541208796,319.10583969598156,273.4443674447981,5,739.4142150878906,692.2831615865941,1,739.4142150878906
6.382352105551341,2.5986072571948635,4.835810942684364,22.97110939025879,671.9072474062535,17.944816126083005,191.1207821283168,280.3880349814075,6,717.0639038085938,671.9072474062536,1,717.0639038085938
6.1701247010287945,2.962907938641686,4.171824893661845,179.42919921875,638.935141794485,198.08543858939385,291.5575225712023,317.74833536914366,7,639.404296875,638.9351417944852,1,639.404296875
3.56296922370962,2.226671215382428,7.68022726567462,26.340312957763672,510.4589729768976,56.27137148315506,358.4592082783473,178.17963837948463,8,513.5421752929688,510.45897297689754,1,513.5421752929688
3.9951390601929635,2.173588533953893,6.664727127704265,172.02122497558594,484.8531403691404,41.086874609930334,250.52735017089094,45.92452543713682,9,474.7123718261719,484.85314036914036,1,474.7123718261719
4.404021889647822,2.062700673555763,6.028822203291064,24.11707878112793,458.81410484937675,250.97281432121207,252.7918960542879,0.9630478634048734,10,455.3489685058594,458.81410484937675,1,455.3489685058594
7.932044328780874,1.4892520700248644,4.484169861652368,5.751433849334717,443.765980184415,334.4265193262038,345.5449625045707,106.51184291408231,11,488.9259338378906,443.765980184415,1,488.9259338378906
8.941576390084403,1.3566484984121694,4.122488468966673,179.7514190673828,418.94738519182715,152.92915974821517,39.84159198731039,97.58494915359552,12,431.6596984863281,418.9473851918272,1,431.6596984863281
6.24013710847556,1.6082119458245105,4.804761378107865,135.52532958984375,403.9502160278813,326.4553054566302,115.48710432383687,99.16034177332953,13,409.6183776855469,403.95021602788137,1,409.6183776855469
5.162886900030916,2.7482435921679556,3.327287848988464,3.3652217388153076,395.50940418998033,252.83445768870942,318.685162800358,329.9482038407484,14,423.1109619140625,395.5094041899802,1,423.1109619140625
4.18775436160782,1.921239391326354,5.821460003872458,177.2379608154297,392.3857301239401,196.46188186700346,302.05286085282876,358.9874713985594,15,395.6108093261719,392.38573012394016,1,395.6108093261719
6.168894308377249,1.5522242547389158,4.779220095181698,169.0045928955078,383.38704289924675,207.43444027168204,313.7862057306405,61.555341454199855,16,459.0568542480469,383.38704289924675,1,459.0568542480469
6.789457280658518,1.7858341312481931,3.7678471999464582,179.69313049316406,382.7260880002511,57.589691559316954,39.88363664480608,179.7038213899302,17,392.6239013671875,382.72608800025114,1,392.6239013671875
