a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID,meshed_conti_volume
6.810696787150289,3.019419331920938,11.371807782079268,153.62527465820312,1959.1292663037761,292.868140578247,208.9053436655401,299.29347035885337,0,1845.3941345214844,1959.1292663037761,1,1845.3941345214844
5.7177867950258525,3.5642707679509815,8.873476636439118,28.988265991210938,1514.9945176665913,265.29112806464366,312.1204033629159,55.030717531066365,1,1374.4926452636719,1514.994517666591,1,1374.4926452636719
5.657211434877239,2.9964178774164734,9.915399064919486,23.353355407714844,1408.10030631158,102.91463155544629,120.01742906093786,41.14403131639084,2,1300.4379272460938,1408.1003063115797,1,1300.4379272460938
4.906823303795689,3.199454615943899,6.4160845639292265,31.5240421295166,843.8496169203769,307.93243278693393,313.0674000172893,200.19995999357155,3,838.4971618652344,843.849616920377,1,838.4971618652344
4.0766363939404995,2.708050702473147,9.01954928124123,165.08905029296875,834.1846795130184,176.53761600968332,16.175200696940557,300.9420036226072,4,826.7555236816406,834.1846795130186,1,826.7555236816406
4.392767449082147,3.301270270174634,6.0047651403484865,29.643341064453125,729.5144928561748,147.0434700649205,324.4943968582285,60.84862619585899,5,716.5489196777344,729.5144928561749,1,716.5489196777344
4.622519717255822,3.145276464958336,5.953515897385693,153.470947265625,725.1531205166468,302.90391524167075,218.21647273314878,186.3859273062512,6,696.8765258789062,725.1531205166468,1,696.8765258789062
4.368980110129533,2.7248612117318456,7.093539710877695,146.65750122070312,707.4667992950507,205.04863345800604,123.33752368882928,18.537909257505145,7,696.1555480957031,707.4667992950507,1,696.1555480957031
5.571158507051988,3.325779722070696,4.236908336792542,9.894392967224121,657.6679367734339,23.739235640025377,125.15021253235726,230.68219201638524,8,644.8631286621094,657.6679367734339,1,644.8631286621094
5.103049926859592,1.7779764221644063,8.306456980676076,20.77070426940918,631.3791556586596,80.26706036134578,274.95151521041464,52.34757855687234,9,631.4735412597656,631.3791556586596,1,631.4735412597656
8.025081844851059,2.3775299952230973,3.576708239278968,178.17372131347656,571.7123780831095,139.87722612800712,62.198138609786284,275.91813955843384,10,561.6416931152344,571.7123780831095,1,561.6416931152344
2.293663654154014,5.402199973853115,5.402199973853115,90.55533599853516,560.7762997619501,240.1860822744513,38.936682256128535,345.56087221642895,11,551.239013671875,560.7762997619501,2,551.239013671875
