a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID
5.956998153985351,2.6634000167616936,7.627109356139172,153.73524475097656,1267.221273118876,34.76824881445615,151.32524058832317,317.5308321038746,0,1258.1062316894531,1267.2212731188763,1
2.9434207502998078,5.699604728589201,5.699604728589201,91.5621109008789,1001.3143528429669,245.26288066284073,64.14165396268866,57.59603504412215,1,996.9062805175781,1001.3143528429669,2
5.3910939326959975,2.6346204530299873,6.570094406612269,15.751672744750977,977.2263885248399,147.8508510725269,22.87951896907192,325.8465981917915,2,965.4922485351562,977.2263885248399,1
9.75642054477132,1.7314653974857115,4.786883168073373,179.2359619140625,846.8096037588844,0.7285601619413651,230.3386792784966,305.85987264472664,3,872.3831176757812,846.8096037588845,1
3.0309943897216387,5.051978906324168,5.051978906324168,99.5960922241211,810.0965966003803,6.354113603418652,56.98861707003457,322.7662936881266,4,809.14306640625,810.0965966003802,2
6.363058968353466,1.6056482397424379,7.551498293661076,2.5701591968536377,807.9381249531721,345.80388717165647,174.43044922596587,291.72529988822555,5,813.9839172363281,807.9381249531722,1
5.596633234698532,3.0775366547255953,4.0230876535862565,141.09019470214844,725.6349534518865,291.97648086163304,191.73384750053123,276.3666769020408,6,716.033935546875,725.6349534518866,1
4.291167180553905,2.919823401744202,5.52675458200832,153.470947265625,725.1549529025787,349.75668596272044,196.84664168306077,267.0822309250827,7,730.2474975585938,725.1549529025788,1
4.055801858690714,2.5295370747038244,6.585058942559747,146.65750122070312,707.4667992950507,38.04407473532484,190.1799771550369,264.7833191605771,8,704.7042846679688,707.4667992950507,1
6.650177579999728,2.311295021460646,4.36942345477344,13.333294868469238,703.3012347061298,63.05797831596199,347.0180331212009,80.43904997414893,9,692.138671875,703.3012347061299,1
4.650470711905333,2.2799440249917273,6.259442134520917,24.239126205444336,695.0008652239569,316.5712153378059,219.34519836619083,21.596356783714764,10,710.6781005859375,695.0008652239569,1
2.3616580722300324,5.098032462086771,5.098032462086771,99.8940200805664,642.7629428325447,313.04688920144054,60.664711066648884,0.25844289841215673,11,632.7095031738281,642.7629428325447,2
5.620962593106301,2.5156188744189962,4.08699823202467,170.32638549804688,605.1856303123027,193.29540648773101,242.47634044830133,210.35287931004046,12,602.2224426269531,605.1856303123027,1
2.7093436041615773,4.542270977741069,4.542270977741069,121.13127136230469,585.3812169707413,276.5239292203891,18.017467488991546,163.95551991249113,13,588.6268615722656,585.3812169707413,2
4.687414460393287,1.5139822313462874,7.753965296763354,21.589153289794922,576.2442496138964,48.98181882100082,248.5808222340622,62.36645974780992,14,579.7691345214844,576.2442496138963,1
2.8748228018380573,4.3039052411250704,4.3039052411250704,60.84648895263672,557.6543581862546,127.76404120590976,4.542611200345514,8.32871909262181,15,578.5331726074219,557.6543581862546,2
3.417595019927787,2.426398871585965,6.0503144024690965,26.32455825805664,525.3991364850367,134.9017856709676,157.3862943237944,162.47482202463067,16,533.2145690917969,525.3991364850367,1
3.667571377894604,1.7444920810919393,7.831646784943686,14.05921745300293,524.7220169432271,202.71134221572606,112.31343527978711,143.46765667496297,17,516.632080078125,524.7220169432271,1
2.242234186999267,3.905861928473471,5.657744005973978,64.59724426269531,518.8833892388731,89.12347741157356,209.72420426834836,132.66304660131613,18,510.8642578125,518.8833892388731,1
6.638720492752769,1.7028773122130543,4.366026777731693,1.7237492799758911,516.8717027228338,105.58249035250404,299.9909570877135,128.6629978012132,19,510.7612609863281,516.8717027228339,1
3.4879083694469823,2.4837962085348972,5.271266997577609,25.318233489990234,478.2166131162029,235.31660888607834,324.28683209744537,166.14247064722474,20,480.99517822265625,478.21661311620295,1
5.103260351023746,3.384681805168663,2.527731900225126,22.476490020751953,457.2199788407967,11.029368783090817,206.37265801892895,84.68544395980624,21,447.1092224121094,457.2199788407966,1
3.574549385805426,1.8096920774129677,6.57694670519974,16.377323150634766,445.53202567110566,323.5625572551211,47.29654864389153,210.3178582502901,22,435.26458740234375,445.5320256711056,1
2.935082653915618,1.9993534234525532,5.938585095178332,160.43167114257812,364.94003414882695,350.1963571909003,175.15532015001122,228.8813019263393,23,356.3690185546875,364.9400341488269,1
6.010998592803427,1.9875054742134992,2.660261249357215,179.53578186035156,332.8188120718101,329.34943277498337,320.5119629157907,184.39163406233467,24,329.4868469238281,332.81881207181004,1
5.420440729404098,1.5517951866373365,3.7582794694639854,3.948786497116089,331.0447385933284,228.86120184048704,37.018727416169526,351.5237373786201,25,328.6628723144531,331.0447385933285,1
3.1018881473405573,2.0288918742880138,4.77800465216165,155.40052795410156,314.8909813219521,64.1239497512581,248.75451575313247,337.54922750687257,26,318.1571960449219,314.8909813219521,1
2.065430180314053,2.8512340610296927,4.535484858606154,129.1876678466797,279.7021009829871,253.20367701061815,128.00031167588418,53.32940255589499,27,277.47344970703125,279.702100982987,1
3.0537009242718884,1.557166420916131,5.053201805110087,6.578795433044434,251.62673999061948,114.04142294137023,181.31032972011684,37.313315343299074,28,248.53134155273438,251.62673999061948,1
2.929372379796489,2.0099265477582864,3.881164024132634,21.75381851196289,239.30147968231643,284.8711379252366,161.33108351748757,69.67927518642693,29,237.51068115234375,239.30147968231643,1
2.1958772520634726,3.182509010679172,3.182509010679172,47.59752655029297,232.90347134377637,296.699002558306,95.52974557490145,253.84393690893987,30,246.67739868164062,232.90347134377643,2
3.06213757057858,1.6141363568642682,4.354657856526889,23.51620864868164,225.39671077789316,236.19804986480702,156.9970147221353,72.38357332527771,31,225.97503662109375,225.3967107778932,1
