a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID,meshed_conti_volume
10.31485278795694,3.3275259637484047,5.339429800431795,179.3850860595703,1535.3166969876706,2.562962117007821,128.20389762544997,69.98550091571371,0,1513.4353637695312,1535.3166969876706,1,1513.4353637695312
6.383408025421477,2.758164886589347,7.992929398901837,15.474653244018555,1178.9554988805046,297.96806957943664,304.03836127324007,313.43898735372164,1,1159.6412658691406,1178.9554988805046,1,1159.6412658691406
4.505901504616211,3.3364312664524554,7.132097682430001,9.64691162109375,898.2552501445267,337.4052823403082,280.55481609439136,108.0938022074073,2,892.4674987792969,898.2552501445268,1,892.4674987792969
8.0698150007545,2.581201421070314,5.041752418161458,13.501452445983887,879.8033159184026,255.26611241073485,220.99433236476216,252.35800689605094,3,867.645263671875,879.8033159184024,1,867.645263671875
4.780180286310141,2.9593600100314386,6.674505518184389,5.955895900726318,791.006001883803,69.34679936484785,140.6402857208558,323.4704479775684,4,781.1279296875,791.006001883803,1,781.1279296875
4.993265294569507,2.569557917556071,6.79521149417605,22.96944808959961,730.406509845178,117.87448954601068,73.09464621564823,213.096494707836,5,714.9009704589844,730.406509845178,1,714.9009704589844
5.125630716512566,2.4909418447301652,6.66994967716524,174.95938110351562,713.4311442459309,261.7398852418484,243.66427973383674,71.15817023243565,6,701.9233703613281,713.431144245931,1,701.9233703613281
4.587803418414347,2.587519341626628,6.730286791150552,6.985086441040039,669.3304474038443,330.8552819020463,84.6643805448955,348.1336462107661,7,657.3257446289062,669.3304474038443,1,657.3257446289062
5.933205045578905,1.7741270454622005,7.1378202632223475,1.4807671308517456,629.4457226316994,43.25835040808081,198.4832907727444,293.3962852469716,8,627.2506713867188,629.4457226316993,1,627.2506713867188
4.305992029847543,2.4491771861390568,6.185308198994089,136.04983520507812,546.4788725409929,39.077533950854935,56.598122426649184,238.7751321799957,9,536.7164611816406,546.4788725409929,1,536.7164611816406
