a,b,c,alpha,volume,phi1,PHI,phi2,GrainID,final_discrete_volume,final_conti_volume,phaseID
5.195555698335676,3.2850946374686782,8.41258267800541,8.2774658203125,1202.8953351862822,205.62051399336673,122.44494917119076,132.69421139111097,0,1439.483642578125,1202.895335186282,1
6.114232477967302,2.392094309345861,9.56721058117552,15.746953010559082,1172.2606411044012,350.32309957883695,273.62434027393925,133.69545205122614,1,1182.3005676269531,1172.2606411044012,1
6.170100857676889,2.88757770678801,7.626771535249593,15.502678871154785,1138.3748316885583,76.41102936486956,129.29018775676022,129.8857814796497,2,1114.1166687011719,1138.3748316885585,1
7.8308872052218375,2.4984422820012613,4.556682341706276,165.11842346191406,746.8745282311828,347.39066392995767,209.65159579588106,132.93369436563623,3,734.3673706054688,746.8745282311827,1
5.164823510057973,2.0205155393461167,8.110722493963138,16.194242477416992,709.0809662263558,353.3234652813851,343.0208587626777,99.14181056635582,4,699.8634338378906,709.0809662263559,1
4.25763203519302,2.65438064196273,7.172536724228893,177.1693115234375,679.0827706447934,74.72831677352345,83.84477750169418,151.30327349741793,5,717.681884765625,679.0827706447934,1
5.916227822089815,2.791127185202096,4.500639147566538,6.528252601623535,622.611753056575,144.64173875771294,28.10254761697941,42.72031670885291,6,633.5334777832031,622.611753056575,1
7.376200539823172,2.175390220886432,4.476082053292591,177.65597534179688,601.7090334741155,281.505592382549,266.026840829623,293.9061134029045,7,613.5520935058594,601.7090334741156,1
5.612645182437141,2.8674970628920673,4.297713734088184,177.10845947265625,579.4642655455759,225.966171624889,69.52797498681457,147.39955364471632,8,607.4752807617188,579.4642655455759,1
5.770552132794492,2.73039324784001,4.2780537720595575,23.797618865966797,564.686511767611,176.70431825854823,347.4132885720838,240.19473208244645,9,575.6492614746094,564.686511767611,1
4.444596083740181,2.834772819332479,5.1402824014571245,8.93319034576416,542.5704579942196,204.32623814102038,177.92784258088844,239.90843118157997,10,557.9338073730469,542.5704579942197,1
3.7717681056144015,2.4205008246479416,6.787798331263359,21.45073699951172,519.1558527150202,255.2066606332373,201.35974178103788,81.9670612028046,11,542.8962707519531,519.1558527150202,1
3.750092227936156,2.654745672326438,5.485970728544239,149.17433166503906,457.54831588539497,1.8519852759506827,151.81553086685528,221.47709054190412,12,486.6600036621094,457.548315885395,1
5.800188662282214,2.4109685931751166,3.76579151558416,35.09566116333008,441.1726191773763,163.2972203430497,21.416358079372287,98.15903250876845,13,451.33209228515625,441.1726191773763,1
5.189023376845157,2.7526962435199813,3.579073466846401,23.705852508544922,428.285267591338,50.65054260693594,57.155282767798866,132.92201088317285,14,428.466796875,428.28526759133797,1
5.644385603881167,2.3753155912230377,3.750274670301171,31.171838760375977,421.23037095151426,172.6719908217492,353.5025573600116,106.75343931857304,15,416.93115234375,421.2303709515143,1
3.6845086284895103,2.1498570187220123,5.499765243685843,173.98269653320312,364.96558347496045,163.41421580686907,349.7002049696025,300.54324899773763,16,383.4571838378906,364.96558347496045,1
4.091970696943476,1.3990321379880837,7.563902516586393,162.4424591064453,362.76446114846135,336.7784525909423,41.6263382998672,160.63204332221395,17,380.3672790527344,362.76446114846135,1
6.51001925177115,1.8488778460179636,3.306850060444374,5.498133659362793,333.44453196876435,230.97400062447667,70.36027395023508,171.57730405132077,18,374.08447265625,333.44453196876435,1
1.3989918313693848,5.297645740346285,5.297645740346285,86.70964813232422,328.9270650777303,347.88569490248517,107.59878185037495,257.00181865643856,19,338.7565612792969,328.9270650777302,2
4.808396433262875,2.1440390516239236,3.501822594652368,28.649463653564453,302.4445083711945,121.01371890285522,195.1278489252287,274.58893459244854,20,306.6215515136719,302.44450837119444,1
1.9340120478630165,4.276377072916308,4.276377072916308,77.8436279296875,296.2987130162275,9.139443419602555,61.23753130147735,245.9060366565751,21,297.8668212890625,296.29871301622757,2
3.9932024501659082,3.2423541045459765,2.619465719915844,4.457225322723389,284.1273865144509,93.0695731383178,352.2924186511312,36.26445547437418,22,293.6439514160156,284.12738651445096,1
3.237202805136506,1.6069974487409027,6.057379548215973,34.13111877441406,263.9906146563698,216.15673427835026,133.58387244851642,287.4911479954221,23,278.9154052734375,263.99061465636976,1
5.195206374306953,2.120347086078935,2.717860774122093,27.511465072631836,250.81619350721164,340.816076595114,218.931086896918,28.561929998491756,24,319.8051452636719,250.81619350721164,1
1.0861243823281508,5.138228711034868,5.138228711034868,86.3987045288086,240.2287775287222,323.6949997334803,89.09722674117602,278.0875420339631,25,254.91714477539062,240.22877752872216,2
3.4779638895046325,1.6488652392906535,4.848716513236866,176.64266967773438,232.9461994432006,355.7830822853423,127.4479943052061,228.72135794986195,26,235.2447509765625,232.94619944320064,1
2.8187241619370718,5.547355650997339,1.7615786323954103,82.33541107177734,230.7593075810815,118.7970783499726,92.16204188944529,93.70434239630244,27,233.39080810546875,230.75930758108152,1
4.725383343572724,1.8820386499969795,3.069724091301364,35.18639373779297,228.70914567537523,71.04070414849768,103.03189913920737,168.05517908346417,28,244.3084716796875,228.70914567537523,1
3.0550802816569855,1.9452488897641906,4.297570867993507,10.72700023651123,213.96338266566906,261.1064538432299,215.8474399530061,178.9378429898705,29,219.38323974609375,213.96338266566906,1
4.041031078692233,2.6527772711635067,2.2004950232646174,30.938932418823242,197.62049102436742,108.37757654310339,291.2071192657571,196.12979228468902,30,208.465576171875,197.62049102436745,1
2.247474161454771,2.6846760805880536,3.590177337204918,65.75224304199219,181.47679761904573,144.0985758757911,55.22040624838398,126.70918568708275,31,181.17141723632812,181.47679761904573,1
3.9012840577717065,1.8317575624174345,2.901173847603381,168.87538146972656,173.68724443392392,134.02254433636116,41.05207365198035,235.86483758936066,32,177.77252197265625,173.68724443392395,1
2.5408915854113934,2.7509399724958357,2.7509399724958357,121.48130798339844,161.0894014034285,287.9452629707306,73.63970347764113,193.94895345672725,33,164.794921875,161.08940140342847,2
2.5305681709677725,2.7128944983362064,2.7128944983362064,87.24688720703125,156.02796918480573,358.16961472496445,16.09514755184341,194.81602355746256,34,154.083251953125,156.02796918480576,2
